wmt_article_id,exp_item_number,src,human,mt,spam
ifeng0812.news.49765646_0,E-48,据台湾媒体报道，台“行政院长”林全昨天上午宣布，“政党及其附随组织不当取得财产处理条例”自今天起生效。国民党副主席詹启贤则表示，“一个一百多年历史的国民党，有社会的承诺跟责任，不会这样就倒闭”。林全强调，如果政党、附随组织或受托管理人等违反条例所定禁止处分的规定，委员会将依职权调查并“依法”处分、裁罚。林全也宣布不当党产委员会的副主委人选，将由台“廉政署副署长”洪培根担任。他说，由顾立雄担任不当党产委员会主委是不二人选，借用洪培根过去查察相关重大案件的经验，将作为委员会清查相关不当党产案件的基础。詹启贤认为，今天只要还有党产，没有人会给你社会捐款，若党产统统被充公收走，国民党刚好可请求社会支持与赞助，“今天真的没有了才有机会去要”。詹启贤也强调，就算不当党产条例上路后，国民党党产没被完全充公、没收，剩下的仍会依承诺捐出去，让党产准归零，党要一切从零开始。,"Taiwan media reported that Taiwan ""Legislative Yuan Premier"" Lin Chuan announced yesterday morning that the ""Rule for Managing Ill-gotten Assets by Political Parties and Their Affiliates"" will become effective from today. Steve Chan, Vice Chairman of the Kuomintang said, ""With a history of more than a century, the Kuomintang has social commitment and responsibility, and will not collapse just like that."" Lin Chuan emphasized that any political party, affiliated organization, or commissioned manager who violates the penalty provisions of the Act, the member of the Committee shall exercise their duties and enforce punishment and penalties in ""accordance with the law"". Lin Chuan also announced that Hung Pai-ken, Taiwan's ""Agency Against Corruption Deputy Director-General"", will be the Vice Chairman candidate for the Ill-gotten Party Assets Settlement Committee. He said that Koo Li-hsiung is the best pick as the chairperson of the Ill-gotten Party Assets Settlement Committee. Koo shall make use of Hung Pei-ken's experiences in handling major cases of similar nature and use the experiences as the basis for investigating cases related to ill-gotten party assets. Steve Chan believed that as long as party assets exist today, no one will give public donations. If party assets were to be completely confiscated, this would be just the right time for the Kuomintang to ask for public support and sponsorship. ""Only if we have nothing today will we have the opportunity to ask"". Chan Chi-hsien emphasized that even if the act on handling ill-gotten party assets is enforced, any remaining Kuomintang asset that has yet to be fully nationalized or confiscated shall be donated according to his promise. Kuomintang assets shall be completely liquidated for the Party to start from square one.","Taiwan's ""Executive Premier"" Lin Quan announced yesterday morning that ""the regulations governing the improper acquisition of property by political parties and their affiliated organizations"" will take effect from today, according to Taiwanese media reports. Zhan Qixian, vice chairman of the Kuomintang, said: ""A Kuomintang with a history of more than 100 years has social commitments and responsibilities, and will not fail in this way."" Lin stressed that if political parties, affiliated organizations or trustees violate the prohibition against punishment stipulated in the regulations, the committee will investigate ex officio and punish them ""in accordance with the law."" Lin also announced that he would not be the vice chairman of the party's property committee, and that Hung Pei-kan, Taiwan's ""deputy director of the Independent Commission Against Corruption,"" would be appointed to the post. He said that Gu Lixiong is the only person to serve as the chairman of the inappropriate party property committee. Borrowing from Hong Bacon's past experience in inspecting relevant major cases, it will serve as the basis for the committee to identify relevant cases of improper party property. Jen Chih-hsien believes that as long as there are still party properties today, no one will give you social donations. If all party properties are confiscated and taken away, the Kuomintang can just ask for social support and sponsorship. Zhan Qixian also stressed that even if improper party property regulations on the road, the Kuomintang party property has not been completely confiscated, confiscated, the rest will still be donated in accordance with the commitment, so that the party will return to zero, the party should start from scratch.",
ifeng0812.news.49765658_0,E-49,12日看点：田径开赛中国队很忙女足冲四自行车盼突破自行车有望实现奥运金牌“零突破”，而女足姑娘将挑战两次世界冠军得主德国队，期待爆冷冲进四强。王镇近两个赛季状态突出，去年北京田径世锦赛收获银牌，今年5月团体竞走世锦赛上又升级个人项目冠军。,"Highlights for the 12th: China Team busy at work in athletics - Women's football entering the Top-4 - Cyclists seeking breakthrough There is a chance to achieve a breakthrough for ""zero gold medals"" for bicycle events in the Olympics. The women's football team will also challenge the German team, the two-times world champion, and people have hopes that they might make it to the top-4. Wang Zhen has exhibited outstanding performance for the last 2 seasons, winning a silver medal in the IAAF World Championships in Athletics in Beijing last year and became a personal event champion in the Group IAAF Race Walking Challenge in May this year.","12 Watch: Athletics kick-off China is busy women's football team rushed four bicycles hoping for a breakthrough Cycling is on track for a ""zero breakthrough"" in Olympic gold, while the women's soccer girls will challenge two-time world champion Germany in anticipation of a blowout into the top four. Wang has been in outstanding form for the past two seasons, winning a silver medal at the Athletics World Championships in Beijing last year and upgrading his individual event title at the Group Walking World Championships in May.",
peopledaily0812.world.c1002-28632659,E-50,英国《金融时报》8月12日发布了一组美国驻华大使官邸的图集。文章称，与之形成对比的是，美国大使官邸从外观来看，完全可以在下一部改编自约翰勒卡雷冷战间谍小说的电影中作为安全屋。官邸是灰色的，并用外围防护栏、第二层内墙、带刺铁丝网以及车辆路障层层严密防守。,"The Financial Times (UK) published a collection of photos on the official residence of the US Ambassador to China on August 12. According to the article, in stark contrast, the official abode of US officials can be used as a safe house for a movie based on John le Carré's cold war spy novel. The official residence is gray in color, and is surrounded by protective fences, a second layer of inner walls, barbed wire, and vehicle barriers to provide a multiple layers of defense.","The Financial Times published an atlas of the residence of the US ambassador to China on August 12. In contrast, the U.S. ambassador's residence, by its appearance, could well serve as a safe house in the next film adapted from John Le Carré's Cold War spy novel, the article said. The residence is grey and heavily guarded with perimeter fences, a second internal wall, barbed wire and vehicle barriers.",
ifeng0812.news.49764636_0,E-51,上海市松江区交管部门近日使用电子警察整治驾驶员开车玩手机，一个星期查获30多起。随着智能手机的普及，手机越来越好玩，刷微信、发微博乃至玩游戏、逛淘宝都成常态，很多人似乎须臾离不开手机，连开车的时候都停不下来。《道路交通安全法》明令禁止开车玩手机，并将它定义为“妨碍安全驾驶行为”。遗憾的是，因违法者众、取证难等原因，这种现象并没有受到应有惩处，法律规定几乎成了摆设。如果交管部门都能下定决心向开车玩手机行为“宣战”，将这一措施常态化，这种违法行为就一定能受到遏制。,"Departments of traffic control at Songjiang District of Shanghai City recently made use of electronic police to address the issue of using the cellphone while driving. 30 violators were identified within a week. As smart phones become more prevalent, mobile phones have become more fun. Swiping weixin, sending weibos, and even playing games and shopping on Taobao have become the norm. Many appear unable to leave their mobile phones alone for even an instant, even when  driving. The Road Traffic Safety Law expressly prohibits using one's mobile phone while driving, and has defined it as ""obstructing safe driving"". Shamefully, due to the number of violators and difficulties in gathering evidence, this phenomenon has not been properly punished. The law, it seems, is only for show. If traffic control departments are determined to ""declare war"" against drivers using mobile phones and establish legal actions as standard practice, such violations can be controlled accordingly.","Traffic authorities in Shanghai's Songjiang district have seized more than 30 cases a week using electronic police to crack down on drivers playing with their mobile phones while driving. With the popularity of smartphones, mobile phones are becoming more and more fun, swiping WeChat, tweeting and even playing games and visiting Taobao have become the norm, and many people seem to be inseparable from their mobile phones, even when driving can not stop. The Road Traffic Safety Act explicitly prohibits playing with a mobile phone while driving, and defines it as ""an act that interferes with safe driving."" Unfortunately, due to the large number of offenders, difficulties in obtaining evidence and other reasons, this phenomenon has not been punished as it should be, and the legal provisions have become almost a sham. If the authorities can all resolve to ""declare war"" on driving and playing with mobile phones and normalise the measure, the offence will surely be curbed.",
ifeng0812.news.49768242_0,E-52,"本期大讲坛由山东大学政治与公共管理学院常务副院长曹现强教授主持。世界经济全球化、一体化对执政能力带来哪些挑战?国家治理如何适应变化的世界?届时,范德尚将对上述问题进行全方位的剖析。范德尚系北京大学法学博士,北京大学全球治理研究中心副主任兼秘书长,曾任美国康奈尔大学驻北京办公室主任。目前研究内容主要集中在全球政治、经济、科技、文化宗教等领域的深刻变化,以及这些变化对国家治理、领导力、全球治理带来的机遇和挑战。","Professor Cao Xianqiang, Vice Dean of the School of Political Science and Public Administration at Shandong University, will preside over the Forum. What challenges will globalization and integration of the world economy pose to governance capabilities? How should national governance adapt to the changing world? At this time, Fan Deshang will provide an extensive analysis of the aforementioned issues. Fan Deshang is a Juris Doctor of Peking University, vice director and general secretary of the Peking University Global Governance Research Center, and director of the Cornell University Office in Beijing. Current research contents primarily focus on substantial changes to global politics, economy, technology, cultural religions, and the like, and how these changes provide opportunities and challenges for national administration, leadership, and global governance.","The forum was presided over by Professor Cao Xianqiang, Executive Vice President of the School of Politics and Public Administration of Shandong University. What challenges does the globalization and integration of the world economy bring to the ability to govern? How does national governance adapt to a changing world? At that time, van der Sar will be a comprehensive analysis of these issues. He is the Associate Director and Secretary General of the Center for Global Governance Studies of Peking University and former Director of the Beijing Office of Cornell University. The current research focuses on the profound changes in global politics, economy, science and technology, culture and religion, and the opportunities and challenges that these changes bring to national governance, leadership and global governance.",
ifeng0812.news.49766717_0,E-53,虽说现在已经立秋，可是“秋老虎”的威力似乎一点不比夏天差。紫外线不仅让同学们的皮肤变黑，更加会晒伤肌肤，如何让肌肤能顺利度过军训，不被晒伤？防晒霜包装上一般都标有SPF和PA，SPF是指防晒指数，是针对UVB紫外线的，我们常见的SPF指数有15、30、50等。标有PA的产品是针对UVA的，这样防晒品会发挥更加有效的作用，通常情况下，PA的强度用+来表示，多一个+表示有效防护时间延长。油性肌肤应选择渗透力较强的水性防晒用品，防晒喷雾也是不错的选择。干性肌肤应选择霜状的防晒用品;中性皮肤一般无严格规定，敏感性肌肤擦上任何保养品都是一种负担，建议选纯物理性防晒产品。切记提前半小时涂防晒霜，因为防晒产品需要时间才能完全渗入到皮肤。军训日晒时间较长，防晒霜每隔两小时擦一次才能有持久效果，千万不要偷懒。由于皮肤刚受到日晒刺激的缘故，军训回来不要立刻用美白产品。军训暴晒后，如有条件可用毛巾包着冰块来冰镇被灼伤的皮肤以减缓局部燥热。,"Although autumn has arrived, the bite of the ""autumn tiger"" has proved to be no less powerful than that of the summer. UV not only darkens the skin, it will also cause sunburns. Is there any solution to help the skin make it through military training and avoid sunburns altogether? The external packaging of sunblock cream is often labeled with SPF and PA. SPF refers to the sun protection factor and specifically targets UVB radiation. Common SPF scores include 15, 30, and 50. Products with the PA label are aimed at UVA. Such sunblocks are more effective. Generally, the strength of PA is indicated by the + sign. Each additional + represents a longer duration of effective protection. For oily skin, choose aqueous sunblock with good penetrability. Sunblock sprays are good options as well. For dry skin, use cream-based anti-sunburn products. Those with neutral skin are not subject to stringent regulations. However, sensitive skin will find application of any product to be a hard burden. Purely physical sunblock products are recommended. Remember to apply the sunblock cream half an hour earlier as the anti-sunburn product needs some time before completely penetrating the skin. Military training includes extended exposure to solar radiation. Anti-sunburn cream must be applied once every 2 hours to sustain the effects. Don't get lazy about this. Since the skin has just been sensitized by exposure to the sun, do not use whitening products immediately after military training. For sunburns endured during military training, ice wrapped in towels can be used to cool scorched skin and alleviate local senses of over-heating.","Although it is now the beginning of autumn, but ""autumn tiger"" power seems to be no worse than the summer. The ultraviolet ray not only lets the schoolmate's skin turn black, will burn the skin more, how lets the skin be able to pass through the military training smoothly, does not get sunburned? Sunscreen packaging is generally marked SPF and PA, SPF refers to the sun protection index, is for UVB ultraviolet rays, our common SPF index is 15, 30, 50, and so on. The products labeled PA are for UVA, which makes sunscreens more effective. Typically, the strength of PA is expressed as +, and an additional + indicates an extended period of effective protection. Oily skin should choose a strong penetration of water-based sunscreen products, sunscreen spray is also a good choice. Dry skin should choose frost-like sunscreen products; normal skin is generally not strictly required, sensitive skin rubbing any health care products are a burden, it is recommended that the choice of pure physical sunscreen products. Remember to apply sunscreen half an hour in advance, as it takes time for the product to fully penetrate into the skin. Military training sun for a long time, sunscreen every two hours to have a lasting effect, do not be lazy. As the skin has just been exposed to the sun for the sake of stimulation, military training back do not immediately use whitening products. After military training exposure, if the conditions can be used towels wrapped with ice to cool the burned skin to slow down the local heat.",
ifeng0812.news.49767755_0,E-54,东北虎，目前被世界自然保护联盟(IUCN)濒危物种红色名录列为濒危(EN)物种。据吉林省林业厅介绍，1998年中美俄等国联合监测的数据显示，吉林省仅有野生东北虎4到6只、东北豹3到5只。据吉林省林业厅保护处处长于长春介绍，近年来吉林省不断加大对野生动物的保护，东北虎、东北豹在中国的种群数量正显著增长，分布区域不断扩展。2015年最新监测数据显示，仅吉林省境内就监测到野生东北虎27只、东北豹42只。作为分布在中俄交界区域的世界野生动物保护旗舰物种，中俄两国间的合作对于野生东北虎、豹的种群恢复和繁衍意义重大。据吉林省林业厅介绍，此前吉林省已与俄罗斯建立了长期稳定的合作交流机制。在11日结束的2016中国珲春虎豹保护国际论坛上，中俄两国林业部门和动物保护组织再次达成多项共识。吉林省林业厅表示，加强中俄两国虎、豹保护合作，不仅是中国东北虎、豹保护面临的十分紧迫的任务，也是维系俄罗斯虎、豹种群健康的当务之急。,"The Siberian tiger is now listed as an endangered (EN) species by the International Union for Conservation of Nature (IUCN) Red List. According to the Forestry Department of Jilin, the 1998 data from a joint monitoring exercise by China, the US and Russia showed that there were only four to six Siberian tigers, and three to five Amur leopards living in the wild in Jilin Province. According to Yu Changchun, director of the conservation section of the Jilin Forestry Department, said that Jilin Province has been expanding protection efforts for the wildlife. The populations of the northeastern tiger and northeastern leopard have achieved significant growth and their ranges have been growing as well. Data from the latest monitoring in 2015 revealed that 27 Siberian tigers and 42 Amur leopards living in the wild were detected within Jilin Province. As flagship species of World Animal Protection distributed across the China-Russia border, the China-Russia partnership is especially meaningful to restore and increase the populations of northeastern tigers and leopards. According to the Department of Forestry of Jilin, the province has established a long-term and stable system of cooperation and exchange. During the 2016 International Conference for the Conservation of Hunchun Tigers and Leopards of China that concluded on the 11th, forestry agencies and animal protection groups of China and Russia have once again reached multiple consensus. The Jilin Forestry Department expressed that strengthening the conversation partnership between China and Russia is a desperate task for protecting the northeastern tigers and leopards of China. It is also imperative in maintaining the health of Russian tiger and leopard populations.","The Siberian tiger, currently listed as an endangered (EN) species on the IUCN Red List of Endangered Species. According to the Forestry Department of Jilin Province, data from joint monitoring by China, the United States, Russia and other countries in 1998 showed that there were only four to six wild Siberian tigers and three to five northeastern leopards in Jilin Province. According to Yu Changchun, director of the protection division of the Jilin Provincial Forestry Department, the population of Siberian tigers and northeastern leopards in China is growing significantly and the distribution area is expanding in recent years as Jilin Province has continuously increased its protection of wild animals. The latest monitoring data for 2015 showed that 27 wild Siberian tigers and 42 northeastern leopards were detected in Jilin Province alone. As the world's flagship wildlife conservation species distributed in the Sino-Russian border region, the cooperation between China and Russia is of great significance for the population restoration and reproduction of wild Siberian tigers and leopards. Jilin Province has previously established a long-term and stable cooperation and exchange mechanism with Russia, according to the forestry department of Jilin Province. At the 2016 Hunchun Tiger and Leopard Conservation International Forum in China, which ended on November 11, the forestry departments and animal protection organizations of China and Russia once again reached a number of common understandings. Jilin Provincial Forestry Department said that strengthening cooperation between China and Russia in tiger and leopard conservation is not only a very urgent task facing China's northeast tiger and leopard conservation, but also to maintain the health of the Russian tiger and leopard population.",
ifeng0812.news.49768151_0,E-55,海口海事法院凌晨立案确保临高渔船沉没事件当事人权益3名身亡船员的亲属于8月7日凌晨4点赶赴海口海事法院，提起诉前财产保全扣押涉嫌肇事货轮的申请。4日事发后，涉嫌肇事货轮被海事局扣押于海口秀英港协助调查。鉴于海事局72小时扣押期限于8月7日上午9点届满，遇难者亲属于7日凌晨向法院提起财产保全申请。凌晨4点20分，申请人提起诉前财产保全，值班法警耐心接待。,"The Haikou Maritime Court put the case on record early morning to ensure the rights of the parties concerned with the sinking of the Lingao fishing boat Relatives of the three sailors who perished arrived at the Haikou Maritime Court at 4am on August 7 to file an application for property preservation before prosecution to detain the vessel suspected of causing the accident. After the incident on the 4th day, the cargo freighter suspected for the cause of the accident was detained by the Maritime Safety Administration at Haikou Xiuying Port to support the investigation. The Maritime Safety Administration's 72-hour detention period lapsed at 9am on August 7. Relatives of victims filed their applications for property preservation with the Court in the early hours on the 7th. At 4:20am, the applicants filed for property preservation before the prosecution. Bailiffs on duty received them patiently.","Haikou Maritime Court opened a case in the early hours of the morning to ensure the rights and interests of the parties involved in the sinking of a fishing boat The relatives of the three deceased crew members rushed to the Haikou Maritime Court at 4 a.m. on 7 August to file an application for the seizure of the suspected hit-and-run cargo ship for property preservation before prosecution. 4 after the incident, the suspected hit-and-run cargo ship was detained by the Maritime Administration in Haikou Xiuying Port to assist in the investigation. In view of the expiration of the 72-hour detention period of the Maritime Administration at 9 a.m. on 7 August, relatives of the victims filed an application for property preservation with the court in the early hours of 7 August. At 4: 20 a.m., the applicant filed an application for pre-indictment property preservation and was patiently received by the judicial police on duty.",
ifeng0812.news.49767006_0,I-1,“排名下降的原因是外资对于中期内巴西GDP发展的预期恶化。”2015年，巴西在全球直接投资中的参与度为3.7%，低于2014年的5.7%。瑞信银行国际投资吸引力指数包括4个分项指数：基础设施、经济前景、商业环境和直接投资量。2015年，巴西的国际直接投资为646亿美元，低于2014年的731亿美元。去年，在巴西的“绿地投资”(到国外投资设厂的投资模式)为179亿美元，同比减少了2.1%。“在巴西共有288个‘绿地投资’项目，而2003年至2014年的年平均量为314个”。不过，2016年上半年，在巴西的国际直接投资已达到338亿美元，和去年同期相比几乎增加了10%。,"""The fall in ranking was because foreign investors have downgraded Brazil's medium- to long-term GDP growth forecast."" In 2015, Brazil's participation rate in global fixed investment was 3.7%, lower than the 5.7% in 2014. Credit Suisse's international investment attractiveness index includes four sub-indices: infrastructure, economic outlook, business environment and volume of direct investment. In 2015, Brazil's foreign direct investment amounted to US$64.6 billion, lower than the US$73.1 billion in 2014. Last year, Brazil's ""Green Field Investment"" (scale of investment in overseas facilities) amounted to 17.9 billion USD, which was a 2.1% reduction compared to the same period last year. ""There is a total of 288 ""Green Field Investment"" projects in Brazil. From 2003 to 2014, the annual average was 314 such projects."" However, in the first half of 2016, foreign direct investments in Brazil reached 33.8 billion USD, an increase of nearly 10% compared to the same period last year.","""The decline is due to a deterioration in foreign investment expectations for Brazil's GDP growth over the medium term,"" he said. Brazil's participation in global direct investment was 3.7 per cent in 2015, down from 5.7 per cent in 2014. Credit Suisse's International Investment Attraction Index consists of four sub-indices: infrastructure, economic outlook, business environment and volume of direct investment. Brazil's international direct investment was $64.6 billion in 2015, down from $73.1 billion in 2014. Last year, ""greenfield investment"" in Brazil (the investment model for investing in plants abroad) was $17.9 billion, a decrease of 2.1 per cent year-on-year. ""There are 288 'greenfield investment' projects in Brazil, compared with an annual average of 314 between 2003 and 2014,"" he said. However, international direct investment in Brazil has reached $33.8 billion in the first half of 2016, an increase of almost 10 percent compared to the same period last year.",
xinhua0812..c_129223859,I-2,8月11日，光大证券H股公开发售进入最后一天。有消息指出，招股前两日市场反应平淡。按照计划，其将于8月18日在港交所挂牌上市。国内一家券商分析师表示，东方证券在港基础并不算好，旗下资管业务才是东证所长。相比中银国际、中信证券等银行系券商，显得先天不足。专家指出，今年以来随着证券市场回归平淡，很多券商业绩都出现了下滑，但公司上市之后情况要更多看公司本身业务的发展情况，不能一概而论。,"On August 11 is the last day for public sales of Everbright Securities H shares. News revealed that the market has responded coldly for 2 days before initial public offering. According to their plan, the company will be formally listed for public offering at Hong Kong Exchanges and Clearing on August 18. A local securities analyst expressed that Orient Securities does not have a strong base in Hong Kong. The asset management business unit under Orient Securities is where the firm excels in. The firm is relatively less advantaged when compared to securities traders based on banks such as BOC International and CITIC Securities. Experts pointed out that for this year, as the securities market returned to relative peace, business performance of many securities traders took a hit. After a company becomes publicly listed, its performance will depend on the development of its operations, and should not be lumped with others.","On August 11, Everbright Securities went into its final day of public offering of H shares. It was reported that market reaction was muted in the first two days of the offering. It is scheduled to be listed on the Hong Kong Stock Exchange on August 18. An analyst at a domestic brokerage said that Orient Securities was not on a good footing in Hong Kong and that its asset management business was the director of TSE, which appeared to be inherently inadequate compared with banks such as Bank of China International and CITIC Securities. Experts pointed out that so far this year with the return of the stock market flat, many brokerage performance has declined, but the company's listing after the situation depends more on the development of the company's own business, can not be generalized.",
ifeng0812.news.49767542_0,I-3,市残联副理事长于波出席活动并作重要讲话。出席领导共同为第二批“爱心原山”雷锋私家车队授牌。20年来，“爱心原山”以实际行动书写着人间大爱，原山林场先后接管、代管了5个困难事业单位，直接安置职工近千人次。在每次重大灾害面前，原山人都自发组织捐款捐物，向社会伸出援助之手。全国道德模范提名奖、原山林场党委书记孙建博说，雷锋精神传承着时代的真善美，是一项符合社会主义价值体系的长久事业。仪式结束后，参加活动人员参观山东原山艰苦创业纪念馆并体验无障碍设施建设。,"Chang Yubo, the deputy director of the Disabled Persons' Federation of the city, attended the event and gave an important address. Leaders who were present presented an award to the second ""Loving Yuanshan"" Lei Feng private fleet of vehicles. For over 20 years, the ""Loving Yuanshan"" project has employed actual actions to provide charitable services to the entire society. Yuanshan Forest Farm has received and managed 5 business units in difficult straits, helping to resettle nearly a thousand employees in the process. When experiencing a major disaster, the people of Yuanshan will organize themselves to donate money and items, providing a helpful hand to the society. The spirit of Leifeng is the symbol of truth, rightness and beauty of our ear, a long-term course fitting in socialist values, said  Mr. Sun Jianbo, the Finalist Winner of National Moral Model and former Secretary of Party Committee of Shan LinChang. When the ceremony ended, the participants of the event visited the Shandong Yuanshan Pioneers' Memorial Hall to experience its barrier-free facilities.","City Disabled Association vice president Yu Bo attended the event and made an important speech. Attending the leadership jointly for the second batch of ""love the original mountain"" Lei Feng private car team licensing. Over the past 20 years, the ""love of the original mountain"" with practical action to write the great love of the world, the original mountain forest farm has taken over, in charge of the five institutions in difficulty, direct placement of workers nearly a thousand times. In the face of every major disaster, the original mountain people have spontaneously organized donations to the community to lend a helping hand. Sun Jianbo, who was nominated for the National Moral Model Award and former party secretary of the Mountain Forest Yard, said the Lei Feng spirit inherits the truth, goodness and beauty of the times and is a long-term undertaking that conforms to the socialist value system. After the ceremony, the participants visited the Shandong Yuanshan Pioneer Memorial Hall and experienced the construction of barrier-free facilities.",
ifeng0812.news.49767414_0,I-4,51Talk无忧英语被认为在构建在线教育行业生态圈方面具有里程碑的意义。CEO黄佳佳表示，将全球最佳的学习资源带给中国的孩子们是他们未来五年的战略。据了解，“51Talk的最大优势就在于能够满足不同年龄段不同需求的用户。首席运营官张礼明则表示，将全球优质外教师资和服务与学生端相连，家长们再也不用舟车劳顿，将宝贵的时间用于接送孩子了。,"51Talk is believed to have landmark significance in the area of building an online education industry ecosphere. CEO Huang Jiajia expressed that their strategy for the next 5 years is to provide the world's best learning materials to the children in China. According to information, ""The biggest advantage of 51Talk lies in its ability to cater to the different requirements of users of different age groups. Chief Operating Officer Zhang Liming said however that by linking global quality foreign teachers and services with students, parents will no longer have to tire themselves and waste precious time picking up and dropping off their children.","51Talk worry-free English is considered a milestone in building an online education industry ecosystem. CEO Huang Jiajia says bringing the world's best learning resources to children in China is their strategy for the next five years. It is understood that ""51Talk's greatest strength lies in being able to meet the needs of users of different age groups. Zhang Liming, chief operating officer, said that by connecting the world's top quality foreign teachers and services to their students, parents would no longer have to worry about spending precious time picking up and dropping off their children.",
sina0812.news.doc-ifxuxnpy9455610,I-5,经查，2016年7月27日，原赣州市定南县委书记陈阳霞到省纪委报到上班，担任党风政风监督室主任（副厅长级，试用期一年）。当晚饮用的红酒由黎友才个人提供，其他费用由刘某某个人承担。江西省纪委通报称，陈阳霞、程子亮等人在私人会所组织和接受吃请，违反了中央八项规定精神，触犯了党的纪律。,"Upon investigation, the former Ganzhou City Dingnan County Party Committee Secretary Chen Yangxia reported for work at the Provincial Commission for Discipline Inspection on July 27, 2016, assuming the role of director of the Office for Supervising Party and Political Conduct (deputy director-general grade with a one-year probation period). The wine for the dinner was provided by Li Youtai, other cost was taken by Liu. The Commission for Discipline Inspection of Jiangxi Province reported that Chen Yangxia, Cheng Ziliang and others organized and accepted invitations to dinner (extended as a bribe) at private clubs, in breach of the spirit of the CPC Central Committee's Eight Provisions, and violated Party discipline.","After investigation, on July 27, 2016, Chen Yangxia, former secretary of the Dingnan County CPC Committee of Ganzhou City, reported to the Provincial Discipline Inspection Commission to work as director of the party style and government style supervision room (deputy director level, one year's probation period). The red wine consumed that night was provided by Li Youcai personally, and the other expenses were borne by Liu. The Jiangxi Provincial Commission for Discipline Inspection reported that Chen Yangxia and Cheng Ziliang, among others, had violated the spirit of the eight central regulations and violated party discipline by organizing and accepting invitations to dinner in private clubs.",
ifeng0812.news.49763997_0,I-6,据新华社消息澳大利亚新南威尔士州政府11日宣布，将斥资2亿澳元（约合1.54亿美元）对著名的悉尼歌剧院进行建成以来最大规模的修缮。新南威尔士州政府表示，此次修缮不会改变歌剧院贝壳状的外形。悉尼歌剧院是悉尼的地标性建筑之一，由丹麦建筑师约恩·乌特松设计，1973年建成，每年接待约800万参观者。悉尼交响乐团总经理罗里·杰夫斯认为，悉尼歌剧院将借这次改造打个“翻身仗”，成为“世界上音响效果最好的音乐厅之一”。,"According to news from Xinhuanet, the New South Wales state government of Australia will be spending 200 million Australian Dollars (approximately equivalent to 154 million USD) for the largest renovation project for the Sydney Opera House since the construction of the building. The restoration will not change the shell shape of the theater, said the NSW government. The Sydney Opera House designed by Danish architect Jørn Utzon was completed in 1973, receiving around 8 million visitors  annually as a urban landmark. ​Sydney Symphony Orchestra Managing Director Rory Jeffes believed that the Sydney Opera House would use this renovation to ""turnaround"" and become ""a concert hall with the greatest acoustics in the world.""","The New South Wales state government will spend 200 million Australian dollars (154 million U.S. dollars) on the biggest renovation of the famous Sydney Opera House since it was built, Xinhua reported Wednesday. The NSW government said the renovation would not change the opera house's shell-like appearance. The Sydney Opera House, one of Sydney's iconic buildings, was designed by Danish architect Jon Utzon and was completed in 1973, hosting about eight million visitors a year. Rory Jeffs, general manager of the Sydney Symphony Orchestra, believes the Sydney Opera House will use the revamp to make a ""turnaround"" and become ""one of the best acoustics concert halls in the world.""",
